,drug,interaction,food,common_compound
2131,Mineral oil,decrease_serum_concentration,Shark,vitamin d
2156,Mineral oil,decrease_serum_concentration,Shiitake,vitamin d
2150,Mineral oil,decrease_serum_concentration,Shrimp,vitamin d
2219,Mineral oil,decrease_serum_concentration,Snack bar,vitamin d
2132,Mineral oil,decrease_serum_concentration,Snapper,vitamin d
2122,Mineral oil,decrease_serum_concentration,Sockeye salmon,vitamin d
2203,Mineral oil,decrease_serum_concentration,Soup,vitamin d
2237,Mineral oil,decrease_serum_concentration,Soy milk,vitamin d
2246,Mineral oil,decrease_serum_concentration,Soy yogurt,vitamin d
2124,Mineral oil,decrease_serum_concentration,Spanish mackerel,vitamin d
2167,Mineral oil,decrease_serum_concentration,Spiny dogfish,vitamin d
2114,Mineral oil,decrease_serum_concentration,Spotted seal,vitamin d
2240,Mineral oil,decrease_serum_concentration,Spread,vitamin d
2128,Mineral oil,decrease_serum_concentration,Steller sea lion,vitamin d
2113,Mineral oil,decrease_serum_concentration,Striped mullet,vitamin d
2263,Mineral oil,decrease_serum_concentration,Stuffing,vitamin d
2164,Mineral oil,decrease_serum_concentration,Sturgeon,vitamin d
2228,Mineral oil,decrease_serum_concentration,Sweet custard,vitamin d
2083,Mineral oil,decrease_serum_concentration,Sweet orange,vitamin d
2134,Mineral oil,decrease_serum_concentration,Swordfish,vitamin d
2223,Mineral oil,decrease_serum_concentration,Taco,vitamin d
2204,Mineral oil,decrease_serum_concentration,Tallow,vitamin d
2181,Mineral oil,decrease_serum_concentration,Thunnus,vitamin d
2215,Mineral oil,decrease_serum_concentration,Tofu,vitamin d
2227,Mineral oil,decrease_serum_concentration,Topping,vitamin d
2170,Mineral oil,decrease_serum_concentration,True frog,vitamin d
2175,Mineral oil,decrease_serum_concentration,True oyster,vitamin d
2178,Mineral oil,decrease_serum_concentration,True seal,vitamin d
2179,Mineral oil,decrease_serum_concentration,True sole,vitamin d
2136,Mineral oil,decrease_serum_concentration,Turkey,vitamin d
2236,Mineral oil,decrease_serum_concentration,Waffle,vitamin d
2160,Mineral oil,decrease_serum_concentration,Wheat,vitamin d
2198,Mineral oil,decrease_serum_concentration,Whey,vitamin d
2273,Mineral oil,decrease_serum_concentration,White bread,vitamin d
2139,Mineral oil,decrease_serum_concentration,Whitefish,vitamin d
2140,Mineral oil,decrease_serum_concentration,Whiting,vitamin d
2141,Mineral oil,decrease_serum_concentration,Yellowfin tuna,vitamin d
2189,Mineral oil,decrease_serum_concentration,Ymer,vitamin d
2186,Mineral oil,decrease_serum_concentration,Yogurt,vitamin d
959,Modafinil,increase_metabolism,Black tea,theophylline
958,Modafinil,increase_metabolism,Cocoa bean,theophylline
960,Modafinil,increase_metabolism,Green tea,theophylline
962,Modafinil,increase_metabolism,Herbal tea,theophylline
961,Modafinil,increase_metabolism,Red tea,theophylline
957,Modafinil,increase_metabolism,Tea,theophylline
1841,Parecoxib,increase_serum_concentration,Cabbage,zinc
1829,Parecoxib,increase_serum_concentration,Ceylon cinnamon,zinc
1835,Parecoxib,increase_serum_concentration,Cloudberry,zinc
1830,Parecoxib,increase_serum_concentration,Common hazelnut,zinc
1839,Parecoxib,increase_serum_concentration,Common persimmon,zinc
1832,Parecoxib,increase_serum_concentration,Cornmint,zinc
1833,Parecoxib,increase_serum_concentration,Evening primrose,zinc
1827,Parecoxib,increase_serum_concentration,Garden onion,zinc
1836,Parecoxib,increase_serum_concentration,Garden tomato (var.),zinc
1837,Parecoxib,increase_serum_concentration,Highbush blueberry,zinc
1828,Parecoxib,increase_serum_concentration,Mugwort,zinc
1842,Parecoxib,increase_serum_concentration,Orange bell pepper,zinc
1838,Parecoxib,increase_serum_concentration,Pepper (C. frutescens),zinc
1834,Parecoxib,increase_serum_concentration,Scarlet bean,zinc
1840,Parecoxib,increase_serum_concentration,Soft-necked garlic,zinc
1831,Parecoxib,increase_serum_concentration,Wild carrot,zinc
1823,Peginterferon alfa-2b,increase_serum_concentration,Green bell pepper,capsaicin
1825,Peginterferon alfa-2b,increase_serum_concentration,Orange bell pepper,capsaicin
1821,Peginterferon alfa-2b,increase_serum_concentration,Pepper,capsaicin
1822,Peginterferon alfa-2b,increase_serum_concentration,Pepper (C. frutescens),capsaicin
1826,Peginterferon alfa-2b,increase_serum_concentration,Red bell pepper,capsaicin
1824,Peginterferon alfa-2b,increase_serum_concentration,Yellow bell pepper,capsaicin
2465,"Synthetic Conjugated Estrogens, A",decrease_therapeutic_efficacy,Borage,allantoin
1947,Talc,increase_serum_concentration,Alaska pollock,vitamin d
1952,Talc,increase_serum_concentration,Albacore tuna,vitamin d
1921,Talc,increase_serum_concentration,American lobster,vitamin d
1939,Talc,increase_serum_concentration,American shad,vitamin d
1977,Talc,increase_serum_concentration,Anatidae,vitamin d
1970,Talc,increase_serum_concentration,Anchovy,vitamin d
1978,Talc,increase_serum_concentration,Anguilliformes,vitamin d
1910,Talc,increase_serum_concentration,Atlantic cod,vitamin d
1912,Talc,increase_serum_concentration,Atlantic croaker,vitamin d
1954,Talc,increase_serum_concentration,Atlantic halibut,vitamin d
1898,Talc,increase_serum_concentration,Atlantic herring,vitamin d
1899,Talc,increase_serum_concentration,Atlantic mackerel,vitamin d
1901,Talc,increase_serum_concentration,Atlantic pollock,vitamin d
1902,Talc,increase_serum_concentration,Atlantic wolffish,vitamin d
2011,Talc,increase_serum_concentration,Baby food,vitamin d
1938,Talc,increase_serum_concentration,Bearded seal,vitamin d
1903,Talc,increase_serum_concentration,Beluga whale,vitamin d
1897,Talc,increase_serum_concentration,Biscuit,vitamin d
1958,Talc,increase_serum_concentration,"Bivalvia (Clam, Mussel, Oyster)",vitamin d
1895,Talc,increase_serum_concentration,Breakfast cereal,vitamin d
2053,Talc,increase_serum_concentration,Breakfast sandwich,vitamin d
1905,Talc,increase_serum_concentration,Burbot,vitamin d
2029,Talc,increase_serum_concentration,Burrito,vitamin d
2004,Talc,increase_serum_concentration,Butter,vitamin d
2054,Talc,increase_serum_concentration,Butterfat,vitamin d
2022,Talc,increase_serum_concentration,Buttermilk,vitamin d
1997,Talc,increase_serum_concentration,Cake,vitamin d
2073,Talc,increase_serum_concentration,Candy bar,vitamin d
1971,Talc,increase_serum_concentration,Carp bream,vitamin d
1989,Talc,increase_serum_concentration,Catfish,vitamin d
1946,Talc,increase_serum_concentration,"Cattle (Beef, Veal)",vitamin d
1907,Talc,increase_serum_concentration,Channel catfish,vitamin d
1972,Talc,increase_serum_concentration,Chanterelle,vitamin d
1974,Talc,increase_serum_concentration,Charr,vitamin d
1992,Talc,increase_serum_concentration,Cheese,vitamin d
2031,Talc,increase_serum_concentration,Chili,vitamin d
1932,Talc,increase_serum_concentration,Chinook salmon,vitamin d
1929,Talc,increase_serum_concentration,Chum salmon,vitamin d
2026,Talc,increase_serum_concentration,Cichlidae (Tilapia),vitamin d
1908,Talc,increase_serum_concentration,Cisco,vitamin d
1955,Talc,increase_serum_concentration,"Clupeinae (Herring, Sardine, Sprat)",vitamin d
2017,Talc,increase_serum_concentration,Cocoa powder,vitamin d
1930,Talc,increase_serum_concentration,Coho salmon,vitamin d
2056,Talc,increase_serum_concentration,Cold cut,vitamin d
1991,Talc,increase_serum_concentration,"Columbidae (Dove, Pigeon)",vitamin d
1906,Talc,increase_serum_concentration,Common carp,vitamin d
1975,Talc,increase_serum_concentration,Common dab,vitamin d
1964,Talc,increase_serum_concentration,Common mushroom,vitamin d
1911,Talc,increase_serum_concentration,Common octopus,vitamin d
2074,Talc,increase_serum_concentration,Condensed milk,vitamin d
2039,Talc,increase_serum_concentration,Corn chip,vitamin d
2078,Talc,increase_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 0% fat",vitamin d
2079,Talc,increase_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 1% fat",vitamin d
2080,Talc,increase_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 2% fat",vitamin d
2081,Talc,increase_serum_concentration,"Cow milk, pasteurized, vitamin D added, 3.25% fat",vitamin d
2060,Talc,increase_serum_concentration,Cracker,vitamin d
1960,Talc,increase_serum_concentration,Crayfish,vitamin d
2005,Talc,increase_serum_concentration,Cream,vitamin d
2000,Talc,increase_serum_concentration,Crisp bread,vitamin d
1962,Talc,increase_serum_concentration,Domestic pig,vitamin d
2019,Talc,increase_serum_concentration,Dried milk,vitamin d
2069,Talc,increase_serum_concentration,Dripping,vitamin d
2035,Talc,increase_serum_concentration,Dulce de leche,vitamin d
1913,Talc,increase_serum_concentration,Eastern oyster,vitamin d
2038,Talc,increase_serum_concentration,Egg roll,vitamin d
2050,Talc,increase_serum_concentration,Egg substitute,vitamin d
1994,Talc,increase_serum_concentration,Eggs,vitamin d
1966,Talc,increase_serum_concentration,Enokitake,vitamin d
1915,Talc,increase_serum_concentration,European anchovy,vitamin d
2064,Talc,increase_serum_concentration,Evaporated milk,vitamin d
1961,Talc,increase_serum_concentration,Flatfish,vitamin d
1916,Talc,increase_serum_concentration,Florida pompano,vitamin d
1914,Talc,increase_serum_concentration,Freshwater eel,vitamin d
2067,Talc,increase_serum_concentration,Frozen yogurt,vitamin d
2066,Talc,increase_serum_concentration,Fruit-flavor drink,vitamin d
1953,Talc,increase_serum_concentration,Gadus (Common cod),vitamin d
1980,Talc,increase_serum_concentration,Garfish,vitamin d
1942,Talc,increase_serum_concentration,Greater sturgeon,vitamin d
1917,Talc,increase_serum_concentration,Greenland halibut/turbot,vitamin d
1918,Talc,increase_serum_concentration,Haddock,vitamin d
2030,Talc,increase_serum_concentration,Hamburger,vitamin d
1919,Talc,increase_serum_concentration,Hippoglossus (Common halibut),vitamin d
2018,Talc,increase_serum_concentration,Hot chocolate,vitamin d
1996,Talc,increase_serum_concentration,Ice cream,vitamin d
2059,Talc,increase_serum_concentration,Ice cream cone,vitamin d
2027,Talc,increase_serum_concentration,Icing,vitamin d
2040,Talc,increase_serum_concentration,Junket,vitamin d
2021,Talc,increase_serum_concentration,Kefir,vitamin d
1981,Talc,increase_serum_concentration,Lake trout,vitamin d
2015,Talc,increase_serum_concentration,Lard,vitamin d
1982,Talc,increase_serum_concentration,Lumpsucker,vitamin d
1968,Talc,increase_serum_concentration,Maitake,vitamin d
2075,Talc,increase_serum_concentration,Margarine,vitamin d
2076,Talc,increase_serum_concentration,Margarine-like spread,vitamin d
2047,Talc,increase_serum_concentration,Meatloaf,vitamin d
1993,Talc,increase_serum_concentration,Milk (Cow),vitamin d
2009,Talc,increase_serum_concentration,Milk (Human),vitamin d
2020,Talc,increase_serum_concentration,Milk (Other mammals),vitamin d
2077,Talc,increase_serum_concentration,Milk substitute,vitamin d
2068,Talc,increase_serum_concentration,Milkshake,vitamin d
2042,Talc,increase_serum_concentration,Morchella (Morel),vitamin d
1904,Talc,increase_serum_concentration,Northern bluefin tuna,vitamin d
1925,Talc,increase_serum_concentration,Northern pike,vitamin d
2051,Talc,increase_serum_concentration,Nutritional drink,vitamin d
2016,Talc,increase_serum_concentration,Other animal fat,vitamin d
2010,Talc,increase_serum_concentration,Other beverage,vitamin d
1894,Talc,increase_serum_concentration,Other bread,vitamin d
2070,Talc,increase_serum_concentration,Other dish,vitamin d
2023,Talc,increase_serum_concentration,Other fermented milk,vitamin d
2008,Talc,increase_serum_concentration,Other fish product,vitamin d
2041,Talc,increase_serum_concentration,Other frozen dessert,vitamin d
2063,Talc,increase_serum_concentration,Other pasta dish,vitamin d
2052,Talc,increase_serum_concentration,Other sandwich,vitamin d
1999,Talc,increase_serum_concentration,Other snack food,vitamin d
1967,Talc,increase_serum_concentration,Oyster mushroom,vitamin d
1909,Talc,increase_serum_concentration,Pacific cod,vitamin d
1920,Talc,increase_serum_concentration,Pacific jack mackerel,vitamin d
1924,Talc,increase_serum_concentration,Pacific rockfish,vitamin d
1934,Talc,increase_serum_concentration,Pacific sardine,vitamin d
1900,Talc,increase_serum_concentration,Painted comber,vitamin d
2043,Talc,increase_serum_concentration,Pancake,vitamin d
1896,Talc,increase_serum_concentration,Pasta,vitamin d
2001,Talc,increase_serum_concentration,Pastry,vitamin d
1957,Talc,increase_serum_concentration,Perciformes,vitamin d
1956,Talc,increase_serum_concentration,Percoidei (Bass and others),vitamin d
2058,Talc,increase_serum_concentration,Pie,vitamin d
2057,Talc,increase_serum_concentration,Pie crust,vitamin d
1985,Talc,increase_serum_concentration,Pikeperch,vitamin d
1928,Talc,increase_serum_concentration,Pink salmon,vitamin d
1986,Talc,increase_serum_concentration,"Pleuronectidae (Dab, Halibut, Plaice)",vitamin d
1951,Talc,increase_serum_concentration,Pollock,vitamin d
2071,Talc,increase_serum_concentration,Pot pie,vitamin d
1893,Talc,increase_serum_concentration,Potato,vitamin d
2065,Talc,increase_serum_concentration,Potato bread,vitamin d
2033,Talc,increase_serum_concentration,Processed cheese,vitamin d
2044,Talc,increase_serum_concentration,Pudding,vitamin d
1963,Talc,increase_serum_concentration,Quail,vitamin d
2048,Talc,increase_serum_concentration,Quesadilla,vitamin d
1926,Talc,increase_serum_concentration,Rainbow smelt,vitamin d
1927,Talc,increase_serum_concentration,Rainbow trout,vitamin d
2061,Talc,increase_serum_concentration,Ravioli,vitamin d
2014,Talc,increase_serum_concentration,Remoulade,vitamin d
2025,Talc,increase_serum_concentration,Roe,vitamin d
2034,Talc,increase_serum_concentration,Salad,vitamin d
2002,Talc,increase_serum_concentration,Salad dressing,vitamin d
1944,Talc,increase_serum_concentration,"Salmonidae (Salmon, Trout)",vitamin d
2003,Talc,increase_serum_concentration,Sauce,vitamin d
2006,Talc,increase_serum_concentration,Sausage,vitamin d
1935,Talc,increase_serum_concentration,Scallop,vitamin d
1983,Talc,increase_serum_concentration,"Scombridae (Bonito, Mackerel, Tuna)",vitamin d
2062,Talc,increase_serum_concentration,Scrapple,vitamin d
1936,Talc,increase_serum_concentration,Scup,vitamin d
1940,Talc,increase_serum_concentration,Shark,vitamin d
1965,Talc,increase_serum_concentration,Shiitake,vitamin d
1959,Talc,increase_serum_concentration,Shrimp,vitamin d
2028,Talc,increase_serum_concentration,Snack bar,vitamin d
1941,Talc,increase_serum_concentration,Snapper,vitamin d
1931,Talc,increase_serum_concentration,Sockeye salmon,vitamin d
2012,Talc,increase_serum_concentration,Soup,vitamin d
2046,Talc,increase_serum_concentration,Soy milk,vitamin d
2055,Talc,increase_serum_concentration,Soy yogurt,vitamin d
1933,Talc,increase_serum_concentration,Spanish mackerel,vitamin d
1976,Talc,increase_serum_concentration,Spiny dogfish,vitamin d
1923,Talc,increase_serum_concentration,Spotted seal,vitamin d
2049,Talc,increase_serum_concentration,Spread,vitamin d
1937,Talc,increase_serum_concentration,Steller sea lion,vitamin d
1922,Talc,increase_serum_concentration,Striped mullet,vitamin d
2072,Talc,increase_serum_concentration,Stuffing,vitamin d
1973,Talc,increase_serum_concentration,Sturgeon,vitamin d
2037,Talc,increase_serum_concentration,Sweet custard,vitamin d
1892,Talc,increase_serum_concentration,Sweet orange,vitamin d
1943,Talc,increase_serum_concentration,Swordfish,vitamin d
2032,Talc,increase_serum_concentration,Taco,vitamin d
2013,Talc,increase_serum_concentration,Tallow,vitamin d
1990,Talc,increase_serum_concentration,Thunnus,vitamin d
2024,Talc,increase_serum_concentration,Tofu,vitamin d
2036,Talc,increase_serum_concentration,Topping,vitamin d
1979,Talc,increase_serum_concentration,True frog,vitamin d
1984,Talc,increase_serum_concentration,True oyster,vitamin d
1987,Talc,increase_serum_concentration,True seal,vitamin d
1988,Talc,increase_serum_concentration,True sole,vitamin d
1945,Talc,increase_serum_concentration,Turkey,vitamin d
2045,Talc,increase_serum_concentration,Waffle,vitamin d
1969,Talc,increase_serum_concentration,Wheat,vitamin d
2007,Talc,increase_serum_concentration,Whey,vitamin d
2082,Talc,increase_serum_concentration,White bread,vitamin d
1948,Talc,increase_serum_concentration,Whitefish,vitamin d
1949,Talc,increase_serum_concentration,Whiting,vitamin d
1950,Talc,increase_serum_concentration,Yellowfin tuna,vitamin d
1998,Talc,increase_serum_concentration,Ymer,vitamin d
1995,Talc,increase_serum_concentration,Yogurt,vitamin d
529,Tipiracil,decrease_excretion_rate,Orange bell pepper,thiamine
